# name: clipboard data_1
# source: Florida fish & game
# importDate: 4/8/2024&comma; 7:32 AM
# description: 2563 snook! Snook are game fish caught of both coasts of Florida.
# attribute -- name: coast, editable: true
# attribute -- name: date, type: date, editable: true
# attribute -- name: length, unit: mm, editable: true
# attribute -- name: mass, unit: g, editable: true
coast,date,length,mass
ATLANTIC,8/23/90,673,2722
ATLANTIC,8/23/90,625,2155
ATLANTIC,9/3/90,727,3232
ATLANTIC,9/3/90,800,4082
ATLANTIC,9/3/90,838,4536
ATLANTIC,9/3/90,817,4536
ATLANTIC,9/4/90,963,7258
ATLANTIC,9/4/90,710,2268
ATLANTIC,9/5/90,707,2722
ATLANTIC,9/6/90,936,6350
ATLANTIC,9/5/90,777,4082
ATLANTIC,9/7/90,862,5159
ATLANTIC,9/10/90,715,2892
ATLANTIC,9/9/90,1035,13495
ATLANTIC,9/10/90,724,3515
ATLANTIC,9/9/90,660,2268
ATLANTIC,9/9/90,1100,15422
ATLANTIC,9/13/90,1060,12701
ATLANTIC,9/13/90,1110,14062
ATLANTIC,9/12/90,755,3742
ATLANTIC,9/16/90,1028,9979
ATLANTIC,9/16/90,1050,11340
ATLANTIC,9/17/90,780,3827
ATLANTIC,9/17/90,935,8165
ATLANTIC,9/17/90,1045,12701
ATLANTIC,9/24/90,1080,12247
ATLANTIC,9/22/90,705,3204
ATLANTIC,9/28/90,783,4309
ATLANTIC,10/15/90,920,6804
ATLANTIC,10/20/90,836,5216
ATLANTIC,12/5/90,217,85
ATLANTIC,12/5/90,210,85
ATLANTIC,12/5/90,140,28
ATLANTIC,12/5/90,113,28
ATLANTIC,12/5/90,110,28
ATLANTIC,12/13/90,635,2041
ATLANTIC,12/13/90,555,1503
ATLANTIC,12/13/90,410,567
ATLANTIC,12/24/90,376,397
ATLANTIC,1/9/91,970,10546
ATLANTIC,1/9/91,595,1644
ATLANTIC,2/5/91,365,340
ATLANTIC,2/15/91,888,7541
ATLANTIC,2/15/91,787,5160
ATLANTIC,2/15/91,380,454
ATLANTIC,2/15/91,328,283
ATLANTIC,2/15/91,247,142
ATLANTIC,2/25/91,1060,13154
ATLANTIC,2/25/91,636,2155
ATLANTIC,2/25/91,837,5273
ATLANTIC,3/7/91,622,2013
ATLANTIC,3/12/91,910,6577
ATLANTIC,3/22/91,916,6634
ATLANTIC,3/25/91,616,2098
ATLANTIC,3/25/91,915,8165
ATLANTIC,3/25/91,340,284
ATLANTIC,3/25/91,508,964
ATLANTIC,3/25/91,435,652
ATLANTIC,3/25/91,410,510
ATLANTIC,3/25/91,443,595
ATLANTIC,3/25/91,149,28
ATLANTIC,4/12/91,700,2977
ATLANTIC,4/12/91,383,454
ATLANTIC,4/12/91,391,397
ATLANTIC,4/12/91,324,255
ATLANTIC,4/12/91,314,227
ATLANTIC,4/30/91,1000,11113
ATLANTIC,4/30/91,646,2608
ATLANTIC,4/30/91,472,879
ATLANTIC,5/2/91,980,12928
ATLANTIC,5/2/91,866,7144
ATLANTIC,5/1/91,1020,12701
ATLANTIC,5/1/91,1000,11340
ATLANTIC,5/2/91,646,2438
ATLANTIC,5/1/91,725,3289
ATLANTIC,5/1/91,618,2070
ATLANTIC,5/1/91,555,1361
ATLANTIC,5/1/91,543,1191
ATLANTIC,5/1/91,534,1134
ATLANTIC,5/1/91,480,851
ATLANTIC,5/1/91,380,397
ATLANTIC,5/1/91,283,198
ATLANTIC,5/1/91,266,170
ATLANTIC,5/1/91,203,85
ATLANTIC,5/2/91,562,1446
ATLANTIC,5/2/91,503,992
ATLANTIC,5/2/91,496,936
ATLANTIC,5/2/91,435,652
ATLANTIC,5/2/91,432,652
ATLANTIC,5/2/91,270,170
ATLANTIC,5/2/91,230,113
ATLANTIC,5/2/91,226,113
ATLANTIC,5/2/91,229,113
ATLANTIC,5/2/91,217,85
ATLANTIC,5/2/91,213,85
ATLANTIC,5/6/91,798,4649
ATLANTIC,5/7/91,566,1446
ATLANTIC,5/7/91,820,5754
ATLANTIC,5/7/91,689,3175
ATLANTIC,5/7/91,723,3373
ATLANTIC,5/7/91,635,2154
ATLANTIC,5/7/91,616,2013
ATLANTIC,5/7/91,545,1361
ATLANTIC,5/7/91,700,2948
ATLANTIC,5/7/91,673,2892
ATLANTIC,5/7/91,539,1247
ATLANTIC,5/7/91,576,1587
ATLANTIC,5/7/91,516,1077
ATLANTIC,5/7/91,466,794
ATLANTIC,5/7/91,466,850
ATLANTIC,5/7/91,484,907
ATLANTIC,5/7/91,460,709
ATLANTIC,5/7/91,410,567
ATLANTIC,5/7/91,612,1899
ATLANTIC,5/7/91,527,1474
ATLANTIC,5/7/91,624,2013
ATLANTIC,5/7/91,584,1758
ATLANTIC,5/7/91,584,1616
ATLANTIC,5/7/91,507,1020
ATLANTIC,5/7/91,590,1758
ATLANTIC,5/7/91,560,1361
ATLANTIC,5/7/91,617,1899
ATLANTIC,5/7/91,857,4763
ATLANTIC,5/7/91,497,992
ATLANTIC,5/7/91,477,907
ATLANTIC,5/7/91,548,1304
ATLANTIC,5/7/91,569,1559
ATLANTIC,5/7/91,563,1531
ATLANTIC,5/7/91,562,1304
ATLANTIC,5/7/91,501,992
ATLANTIC,5/7/91,536,1191
ATLANTIC,5/7/91,631,1956
ATLANTIC,5/7/91,537,1247
ATLANTIC,5/7/91,465,850
ATLANTIC,5/7/91,460,737
ATLANTIC,5/7/91,422,567
ATLANTIC,5/7/91,490,935
ATLANTIC,5/7/91,431,652
ATLANTIC,5/7/91,467,737
ATLANTIC,5/7/91,762,4479
ATLANTIC,5/7/91,539,1247
ATLANTIC,5/7/91,548,1417
ATLANTIC,5/7/91,592,1701
ATLANTIC,5/7/91,622,1814
ATLANTIC,5/7/91,599,1758
ATLANTIC,5/7/91,546,1276
ATLANTIC,5/7/91,555,1417
ATLANTIC,5/7/91,505,1134
ATLANTIC,5/7/91,530,1219
ATLANTIC,5/7/91,596,1928
ATLANTIC,5/7/91,612,2069
ATLANTIC,5/7/91,584,1616
ATLANTIC,5/7/91,554,1446
ATLANTIC,5/7/91,611,1871
ATLANTIC,5/7/91,632,1871
ATLANTIC,5/7/91,620,2154
ATLANTIC,5/7/91,590,1729
ATLANTIC,5/7/91,585,1758
ATLANTIC,5/7/91,563,1559
ATLANTIC,5/7/91,610,1672
ATLANTIC,5/7/91,610,1956
ATLANTIC,5/7/91,602,1843
ATLANTIC,5/7/91,578,1587
ATLANTIC,5/7/91,621,1956
ATLANTIC,5/7/91,585,1587
ATLANTIC,5/7/91,530,1219
ATLANTIC,5/7/91,580,1559
ATLANTIC,5/7/91,542,1389
ATLANTIC,5/7/91,555,1361
ATLANTIC,5/7/91,540,1247
ATLANTIC,5/7/91,553,1389
ATLANTIC,5/7/91,502,1020
ATLANTIC,5/7/91,522,1219
ATLANTIC,5/7/91,561,1984
ATLANTIC,5/7/91,526,1219
ATLANTIC,5/7/91,490,1020
ATLANTIC,5/7/91,512,1105
ATLANTIC,5/7/91,518,1134
ATLANTIC,5/7/91,526,1049
ATLANTIC,5/7/91,537,1389
ATLANTIC,5/7/91,500,964
ATLANTIC,5/7/91,520,1105
ATLANTIC,5/7/91,504,1077
ATLANTIC,5/7/91,480,879
ATLANTIC,5/7/91,463,794
ATLANTIC,5/7/91,540,1332
ATLANTIC,5/7/91,484,964
ATLANTIC,5/10/91,885,6350
ATLANTIC,5/13/91,820,5896
ATLANTIC,5/13/91,920,8164
ATLANTIC,5/13/91,900,7257
ATLANTIC,5/14/91,1050,14062
ATLANTIC,5/15/91,1025,11113
ATLANTIC,5/16/91,883,6350
ATLANTIC,5/17/91,1004,10433
ATLANTIC,5/17/91,785,4649
ATLANTIC,5/18/91,1030,12701
ATLANTIC,5/21/91,1063,14062
ATLANTIC,5/24/91,1120,14515
ATLANTIC,5/24/91,1100,15876
ATLANTIC,5/26/91,917,8618
ATLANTIC,5/26/91,948,9298
ATLANTIC,5/26/91,820,5443
ATLANTIC,5/26/91,838,5216
ATLANTIC,5/25/91,1025,10886
ATLANTIC,5/26/91,813,4989
ATLANTIC,5/26/91,872,7257
ATLANTIC,5/25/91,904,7711
ATLANTIC,5/25/91,930,8164
ATLANTIC,5/25/91,833,5443
ATLANTIC,5/26/91,890,7030
ATLANTIC,5/25/91,980,11113
ATLANTIC,5/26/91,1005,11794
ATLANTIC,5/26/91,780,4082
ATLANTIC,5/26/91,878,6350
ATLANTIC,5/29/91,1005,10688
ATLANTIC,5/31/91,633,2041
ATLANTIC,5/31/91,620,1814
ATLANTIC,5/31/91,895,6350
ATLANTIC,5/31/91,950,8844
ATLANTIC,5/26/91,213,113
ATLANTIC,5/10/91,175,57
ATLANTIC,5/10/91,180,57
ATLANTIC,5/10/91,220,113
ATLANTIC,5/10/91,195,57
ATLANTIC,5/6/91,279,170
ATLANTIC,5/6/91,215,85
ATLANTIC,5/6/91,244,113
ATLANTIC,5/6/91,242,113
ATLANTIC,5/6/91,230,85
ATLANTIC,5/6/91,246,113
ATLANTIC,5/6/91,223,85
ATLANTIC,5/6/91,233,85
ATLANTIC,5/6/91,211,57
ATLANTIC,5/6/91,209,85
ATLANTIC,5/6/91,219,85
ATLANTIC,5/6/91,156,28
ATLANTIC,5/6/91,233,113
ATLANTIC,5/6/91,146,28
ATLANTIC,6/3/91,1090,14062
ATLANTIC,6/6/91,217,85
ATLANTIC,6/6/91,960,8788
ATLANTIC,6/6/91,850,5811
ATLANTIC,6/6/91,710,3203
ATLANTIC,6/6/91,530,1361
ATLANTIC,6/6/91,470,340
ATLANTIC,6/10/91,515,1247
ATLANTIC,6/10/91,473,794
ATLANTIC,6/10/91,415,510
ATLANTIC,6/11/91,826,5669
ATLANTIC,6/11/91,1010,10886
ATLANTIC,6/11/91,845,6520
ATLANTIC,6/11/91,793,5045
ATLANTIC,6/11/91,914,7881
ATLANTIC,6/11/91,800,5017
ATLANTIC,6/13/91,795,6123
ATLANTIC,6/13/91,735,4139
ATLANTIC,6/13/91,820,5811
ATLANTIC,6/13/91,805,5783
ATLANTIC,6/12/91,860,6463
ATLANTIC,6/12/91,770,4309
ATLANTIC,6/12/91,655,2608
ATLANTIC,6/15/91,851,5726
ATLANTIC,6/15/91,745,4366
ATLANTIC,6/15/91,895,6974
ATLANTIC,6/15/91,830,5216
ATLANTIC,6/15/91,855,4989
ATLANTIC,6/15/91,940,7484
ATLANTIC,6/15/91,755,4536
ATLANTIC,6/18/91,813,5726
ATLANTIC,6/17/91,555,1276
ATLANTIC,6/17/91,440,652
ATLANTIC,6/17/91,460,709
ATLANTIC,6/19/91,1005,10433
ATLANTIC,6/20/91,890,7087
ATLANTIC,6/20/91,880,7285
ATLANTIC,6/20/91,850,5840
ATLANTIC,6/18/91,545,1020
ATLANTIC,6/18/91,545,1276
ATLANTIC,6/18/91,470,879
ATLANTIC,6/18/91,435,624
ATLANTIC,6/18/91,485,879
ATLANTIC,6/18/91,430,652
ATLANTIC,6/18/91,435,624
ATLANTIC,6/18/91,460,737
ATLANTIC,6/18/91,435,510
ATLANTIC,6/26/91,562,992
ATLANTIC,6/26/91,818,567
ATLANTIC,6/26/91,892,7030
ATLANTIC,6/26/91,815,5358
ATLANTIC,6/26/91,605,1871
ATLANTIC,6/26/91,667,2438
ATLANTIC,6/26/91,600,1899
ATLANTIC,6/28/91,915,6945
ATLANTIC,6/28/91,887,7257
ATLANTIC,6/28/91,965,8901
ATLANTIC,6/28/91,990,9298
ATLANTIC,6/28/91,843,5386
ATLANTIC,6/28/91,983,9979
ATLANTIC,6/28/91,920,7711
ATLANTIC,6/28/91,875,5499
ATLANTIC,6/28/91,945,8703
ATLANTIC,6/28/91,789,4309
ATLANTIC,6/28/91,862,6293
ATLANTIC,6/28/91,833,5840
ATLANTIC,6/28/91,825,5216
ATLANTIC,6/28/91,910,7597
ATLANTIC,6/30/91,250,113
ATLANTIC,6/30/91,215,85
ATLANTIC,7/3/91,255,142
ATLANTIC,7/3/91,240,113
ATLANTIC,7/3/91,230,113
ATLANTIC,7/3/91,265,142
ATLANTIC,7/3/91,265,113
ATLANTIC,7/3/91,167,57
ATLANTIC,7/3/91,257,142
ATLANTIC,7/3/91,262,170
ATLANTIC,7/3/91,263,142
ATLANTIC,7/3/91,243,113
ATLANTIC,7/3/91,215,85
ATLANTIC,7/3/91,240,113
ATLANTIC,7/3/91,265,142
ATLANTIC,7/3/91,242,113
ATLANTIC,7/3/91,256,142
ATLANTIC,7/3/91,245,113
ATLANTIC,7/3/91,242,142
ATLANTIC,7/3/91,214,85
ATLANTIC,7/3/91,275,142
ATLANTIC,7/3/91,260,142
ATLANTIC,7/3/91,242,113
ATLANTIC,7/3/91,239,113
ATLANTIC,7/3/91,235,85
ATLANTIC,7/3/91,166,57
ATLANTIC,7/9/91,744,3855
ATLANTIC,7/10/91,852,6407
ATLANTIC,7/10/91,430,454
ATLANTIC,7/10/91,490,851
ATLANTIC,7/10/91,490,851
ATLANTIC,7/10/91,440,624
ATLANTIC,7/10/91,495,907
ATLANTIC,7/10/91,560,1276
ATLANTIC,7/10/91,455,680
ATLANTIC,7/10/91,465,794
ATLANTIC,7/10/91,415,539
ATLANTIC,7/10/91,390,454
ATLANTIC,7/10/91,845,5216
ATLANTIC,7/11/91,750,4337
ATLANTIC,7/11/91,755,4082
ATLANTIC,7/11/91,857,5669
ATLANTIC,7/11/91,930,7455
ATLANTIC,7/11/91,664,2977
ATLANTIC,7/11/91,697,3430
ATLANTIC,7/11/91,750,4082
ATLANTIC,7/11/91,650,2551
ATLANTIC,7/11/91,640,2381
ATLANTIC,7/11/91,660,2410
ATLANTIC,7/11/91,570,1531
ATLANTIC,7/11/91,585,1304
ATLANTIC,7/11/91,592,1701
ATLANTIC,7/11/91,447,680
ATLANTIC,7/12/91,866,6123
ATLANTIC,7/12/91,897,6860
ATLANTIC,7/12/91,817,5074
ATLANTIC,7/16/91,915,6974
ATLANTIC,7/16/91,805,4989
ATLANTIC,7/16/91,940,7370
ATLANTIC,7/19/91,705,3090
ATLANTIC,7/22/91,895,7314
ATLANTIC,7/24/91,805,4819
ATLANTIC,7/24/91,790,4218
ATLANTIC,7/24/91,945,8249
ATLANTIC,7/24/91,954,7654
ATLANTIC,7/24/91,915,7087
ATLANTIC,7/24/91,870,6010
ATLANTIC,7/24/91,905,6832
ATLANTIC,7/24/91,925,7541
ATLANTIC,7/25/91,945,7796
ATLANTIC,7/25/91,950,8391
ATLANTIC,7/25/91,782,3827
ATLANTIC,7/25/91,858,6520
ATLANTIC,7/25/91,810,4422
ATLANTIC,7/25/91,1085,12700
ATLANTIC,7/25/91,805,4536
ATLANTIC,7/25/91,780,4252
ATLANTIC,7/25/91,852,5386
ATLANTIC,7/25/91,842,5102
ATLANTIC,7/28/91,872,5386
ATLANTIC,7/28/91,800,4876
ATLANTIC,7/28/91,820,4933
ATLANTIC,7/30/91,833,5159
ATLANTIC,7/30/91,958,8391
ATLANTIC,8/2/91,480,794
ATLANTIC,8/5/91,1082,13608
ATLANTIC,8/5/91,975,8788
ATLANTIC,8/5/91,910,7484
ATLANTIC,8/5/91,957,8334
ATLANTIC,8/5/91,866,5159
ATLANTIC,8/6/91,995,8929
ATLANTIC,8/6/91,1060,12247
ATLANTIC,8/6/91,973,8448
ATLANTIC,8/7/91,900,5783
ATLANTIC,8/7/91,850,6010
ATLANTIC,8/7/91,855,6123
ATLANTIC,8/21/91,903,6236
ATLANTIC,8/21/91,455,737
ATLANTIC,8/21/91,418,510
ATLANTIC,8/21/91,1065,10886
ATLANTIC,8/21/91,745,3203
ATLANTIC,8/21/91,840,5216
ATLANTIC,8/21/91,720,2977
ATLANTIC,8/21/91,723,3317
ATLANTIC,8/21/91,930,6803
ATLANTIC,8/21/91,1010,8901
ATLANTIC,8/21/91,905,6860
ATLANTIC,8/21/91,837,4904
ATLANTIC,8/21/91,765,3544
ATLANTIC,8/21/91,780,3912
ATLANTIC,8/21/91,810,4989
ATLANTIC,8/21/91,930,7370
ATLANTIC,8/21/91,870,5925
ATLANTIC,8/21/91,1030,12247
ATLANTIC,8/21/91,975,7399
ATLANTIC,8/21/91,978,8504
ATLANTIC,8/21/91,1030,9752
ATLANTIC,8/22/91,895,6633
ATLANTIC,8/22/91,960,7455
ATLANTIC,8/22/91,923,7172
ATLANTIC,8/22/91,814,4819
ATLANTIC,8/22/91,890,6463
ATLANTIC,8/22/91,785,4252
ATLANTIC,8/22/91,984,9128
ATLANTIC,8/22/91,625,2381
ATLANTIC,8/23/91,947,7115
ATLANTIC,8/23/91,935,7767
ATLANTIC,8/23/91,805,4111
ATLANTIC,8/23/91,775,3685
ATLANTIC,8/23/91,895,6747
ATLANTIC,8/23/91,826,4224
ATLANTIC,8/23/91,810,4876
ATLANTIC,8/23/91,865,5046
ATLANTIC,8/27/91,1075,12928
ATLANTIC,8/27/91,920,7144
ATLANTIC,8/27/91,835,5102
ATLANTIC,8/28/91,885,5556
ATLANTIC,9/2/91,892,5868
ATLANTIC,9/4/91,875,5358
ATLANTIC,9/4/91,815,4394
ATLANTIC,9/4/91,933,6662
ATLANTIC,9/4/91,853,5131
ATLANTIC,9/4/91,920,5350
ATLANTIC,9/4/91,756,3345
ATLANTIC,9/4/91,828,4933
ATLANTIC,9/4/91,933,7881
ATLANTIC,9/4/91,950,7626
ATLANTIC,9/4/91,795,4167
ATLANTIC,9/4/91,730,3232
ATLANTIC,9/5/91,1050,9525
ATLANTIC,9/5/91,820,4649
ATLANTIC,9/5/91,835,4536
ATLANTIC,9/5/91,733,2835
ATLANTIC,9/5/91,835,4593
ATLANTIC,9/5/91,835,4536
ATLANTIC,9/5/91,845,5669
ATLANTIC,9/5/91,905,6350
ATLANTIC,9/5/91,760,3515
ATLANTIC,9/5/91,903,6803
ATLANTIC,9/5/91,775,3855
ATLANTIC,9/5/91,853,5329
ATLANTIC,9/5/91,865,5102
ATLANTIC,9/5/91,858,4082
ATLANTIC,9/5/91,743,3175
ATLANTIC,9/6/91,905,5896
ATLANTIC,9/6/91,715,4309
ATLANTIC,9/11/91,1065,12247
ATLANTIC,9/13/91,815,4082
ATLANTIC,9/14/91,1035,9979
ATLANTIC,9/14/91,820,4678
ATLANTIC,9/27/91,875,5953
ATLANTIC,9/27/91,540,1191
ATLANTIC,9/27/91,425,624
ATLANTIC,9/29/91,640,1984
ATLANTIC,9/27/91,425,567
ATLANTIC,9/27/91,430,595
ATLANTIC,9/28/91,375,397
ATLANTIC,10/4/91,354,369
ATLANTIC,10/8/91,800,5273
ATLANTIC,10/8/91,748,4281
ATLANTIC,10/8/91,800,4536
ATLANTIC,10/8/91,605,1559
ATLANTIC,10/8/91,883,6236
ATLANTIC,10/8/91,863,6492
ATLANTIC,10/8/91,716,3685
ATLANTIC,10/8/91,418,539
ATLANTIC,10/8/91,486,907
ATLANTIC,10/8/91,620,2069
ATLANTIC,10/8/91,785,4224
ATLANTIC,10/8/91,338,284
ATLANTIC,10/8/91,578,1644
ATLANTIC,10/8/91,500,992
ATLANTIC,10/8/91,493,964
ATLANTIC,10/8/91,618,2013
ATLANTIC,10/8/91,610,1814
ATLANTIC,10/8/91,575,1474
ATLANTIC,10/8/91,478,907
ATLANTIC,10/8/91,524,1049
ATLANTIC,10/8/91,470,822
ATLANTIC,10/8/91,475,850
ATLANTIC,10/8/91,490,879
ATLANTIC,10/8/91,473,822
ATLANTIC,10/8/91,445,680
ATLANTIC,10/8/91,835,4989
ATLANTIC,10/8/91,790,4309
ATLANTIC,10/8/91,1055,11765
ATLANTIC,10/22/91,670,2523
ATLANTIC,10/22/91,543,1361
ATLANTIC,10/22/91,520,1162
ATLANTIC,10/22/91,580,1701
ATLANTIC,10/22/91,505,1077
ATLANTIC,10/22/91,555,1502
ATLANTIC,10/22/91,510,1191
ATLANTIC,10/22/91,435,709
ATLANTIC,10/22/91,480,850
ATLANTIC,10/22/91,725,3487
ATLANTIC,10/22/91,965,8646
ATLANTIC,10/24/91,808,4791
ATLANTIC,10/24/91,622,2381
ATLANTIC,10/24/91,835,5669
ATLANTIC,10/24/91,515,935
ATLANTIC,10/24/91,515,1077
ATLANTIC,10/24/91,488,879
ATLANTIC,10/24/91,460,737
ATLANTIC,10/24/91,715,3345
ATLANTIC,10/24/91,785,4394
ATLANTIC,10/24/91,635,2268
ATLANTIC,10/24/91,750,3629
ATLANTIC,10/24/91,1000,10659
ATLANTIC,10/24/91,990,8703
ATLANTIC,10/24/91,865,6463
ATLANTIC,11/7/91,843,6407
ATLANTIC,11/13/91,327,255
ATLANTIC,11/13/91,345,312
ATLANTIC,11/13/91,325,255
ATLANTIC,11/15/91,750,3997
ATLANTIC,11/15/91,1025,12701
ATLANTIC,11/15/91,811,4989
ATLANTIC,11/15/91,785,4252
ATLANTIC,11/15/91,970,9979
ATLANTIC,11/15/91,670,2268
ATLANTIC,11/15/91,960,8589
ATLANTIC,11/15/91,905,6803
ATLANTIC,11/15/91,525,1077
ATLANTIC,11/15/91,508,907
ATLANTIC,11/15/91,450,652
ATLANTIC,11/15/91,410,482
ATLANTIC,11/15/91,413,510
ATLANTIC,11/15/91,383,454
ATLANTIC,11/15/91,388,454
ATLANTIC,11/15/91,370,425
ATLANTIC,11/15/91,368,369
ATLANTIC,11/15/91,372,397
ATLANTIC,11/15/91,350,340
ATLANTIC,11/14/91,475,850
ATLANTIC,11/21/91,920,7597
ATLANTIC,11/21/91,820,5669
ATLANTIC,11/21/91,592,1701
ATLANTIC,11/21/91,545,1191
ATLANTIC,11/21/91,475,879
ATLANTIC,11/21/91,489,907
ATLANTIC,11/21/91,455,709
ATLANTIC,11/21/91,443,680
ATLANTIC,11/21/91,417,652
ATLANTIC,11/21/91,435,624
ATLANTIC,11/21/91,420,567
ATLANTIC,11/21/91,415,539
ATLANTIC,11/21/91,380,454
ATLANTIC,11/25/91,1065,14288
ATLANTIC,11/25/91,910,6860
ATLANTIC,11/25/91,852,5953
ATLANTIC,11/25/91,825,4876
ATLANTIC,11/25/91,710,3799
ATLANTIC,11/25/91,543,1531
ATLANTIC,11/25/91,630,1928
ATLANTIC,11/25/91,565,1417
ATLANTIC,11/25/91,493,1020
ATLANTIC,11/25/91,485,850
GULF,50586,509,1066
GULF,50586,545,1298
GULF,50586,486,837
GULF,50586,527,1508
GULF,50586,519,1143
GULF,50586,625,1955
GULF,50586,667,1066
GULF,90486,602,936
GULF,90486,549,539
GULF,90486,798,2892
GULF,90486,654,1304
GULF,90486,555,595
GULF,90486,568,680
GULF,90486,582,737
GULF,90486,563,666
GULF,90486,471,340
GULF,90486,535,793
GULF,90486,595,992
GULF,90486,973,6364
GULF,90486,1001,7527
GULF,90486,990,8108
GULF,90486,1001,7427
GULF,90486,1034,9696
GULF,90486,951,7910
GULF,90486,775,3742
GULF,90486,842,4961
GULF,90486,868,6214
GULF,90486,727,3490
GULF,90486,782,4682
GULF,41487,407,511
GULF,92587,533,1049
GULF,92587,536,1106
GULF,92587,503,879
GULF,92587,475,652
GULF,92587,648,2381
GULF,92587,548,1247
GULF,92587,492,850
GULF,92587,500,794
GULF,92587,542,1220
GULF,92587,502,936
GULF,92587,485,765
GULF,100587,382,425
GULF,100787,700,2892
GULF,100787,550,1219
GULF,102687,657,2155
GULF,102687,802,3600
GULF,102687,643,2070
GULF,102687,708,2778
GULF,102687,588,1106
GULF,102687,860,5358
GULF,102687,744,3232
GULF,102687,714,3175
GULF,102687,687,2552
GULF,102687,680,2268
GULF,102687,597,1843
GULF,102687,821,4990
GULF,102687,707,2608
GULF,102687,476,822
GULF,102687,712,2892
GULF,102687,970,7541
GULF,102687,708,2920
GULF,102687,804,4366
GULF,102687,767,3515
GULF,102687,846,5359
GULF,102687,580,1418
GULF,102687,616,1814
GULF,102687,565,1247
GULF,120487,660,2211
GULF,120487,724,2835
GULF,120487,660,1956
GULF,120487,631,1871
GULF,120487,565,1191
GULF,120487,650,2126
GULF,120487,518,1021
GULF,120487,548,1191
GULF,12088,551,1162
GULF,12088,536,1049
GULF,12088,561,1162
GULF,12088,525,1021
GULF,12088,567,1162
GULF,12088,409,510
GULF,12088,399,454
GULF,12088,452,595
GULF,12088,462,680
GULF,12088,472,652
GULF,12088,470,680
GULF,12088,487,794
GULF,12088,484,708
GULF,12088,535,1106
GULF,12088,547,1162
GULF,12088,558,1220
GULF,12088,579,1362
GULF,12088,551,1248
GULF,12088,578,1561
GULF,12088,830,4654
GULF,12088,640,1702
GULF,12088,366,312
GULF,12088,361,312
GULF,12088,362,310
GULF,12088,320,199
GULF,21388,340,255
GULF,21388,395,368
GULF,21388,403,425
GULF,21388,365,368
GULF,21388,488,794
GULF,21388,374,312
GULF,21388,354,312
GULF,21388,525,1077
GULF,21388,358,312
GULF,21388,670,2240
GULF,21388,375,369
GULF,21388,383,397
GULF,21388,394,397
GULF,21388,515,992
GULF,21388,379,397
GULF,21388,488,765
GULF,21388,390,454
GULF,21388,435,567
GULF,21388,630,2070
GULF,21388,533,1134
GULF,21388,542,1134
GULF,21388,425,510
GULF,21388,350,340
GULF,21388,435,851
GULF,21388,490,822
GULF,21388,500,907
GULF,21388,494,851
GULF,21388,540,1134
GULF,21388,507,992
GULF,21388,538,1134
GULF,21388,548,1304
GULF,21388,405,425
GULF,21388,376,340
GULF,21388,374,340
GULF,21388,440,595
GULF,21388,514,879
GULF,21388,584,1472
GULF,21388,357,312
GULF,21388,440,567
GULF,21388,406,482
GULF,21388,381,369
GULF,21388,564,1304
GULF,21388,557,1361
GULF,21388,466,680
GULF,21388,420,510
GULF,21388,426,510
GULF,21388,368,340
GULF,21388,368,340
GULF,21388,378,340
GULF,21388,498,822
GULF,21688,580,1474
GULF,21688,543,1162
GULF,21688,501,879
GULF,21688,800,3884
GULF,21688,630,1871
GULF,21688,681,2268
GULF,22488,700,2722
GULF,22488,674,2410
GULF,22488,616,2155
GULF,22488,671,2013
GULF,22488,674,2495
GULF,22488,663,2268
GULF,22488,646,2013
GULF,22488,745,3062
GULF,22488,465,680
GULF,22488,614,1446
GULF,22488,452,595
GULF,22488,444,539
GULF,22488,494,822
GULF,22488,534,907
GULF,22488,630,1984
GULF,22488,757,3204
GULF,22488,660,2013
GULF,22488,697,2438
GULF,22488,700,2722
GULF,22488,573,1361
GULF,22488,632,1956
GULF,22488,623,1758
GULF,22488,698,2580
GULF,22488,639,1928
GULF,22488,728,3005
GULF,22488,688,2353
GULF,22488,791,4479
GULF,22488,698,2722
GULF,22488,642,2070
GULF,22488,547,1191
GULF,22488,629,2013
GULF,22488,545,1191
GULF,22488,786,4026
GULF,22488,782,3771
GULF,22488,790,3912
GULF,22488,790,3912
GULF,22488,485,765
GULF,22488,498,850
GULF,22488,431,624
GULF,22488,479,737
GULF,22488,1004,9100
GULF,31888,617,1701
GULF,31888,429,567
GULF,31888,559,1219
GULF,31888,540,1247
GULF,31888,615,1729
GULF,31888,476,751
GULF,31888,424,539
GULF,31888,718,2608
GULF,31888,931,7272
GULF,31888,993,9781
GULF,31888,822,4167
GULF,31888,855,5840
GULF,32488,761,2930
GULF,32488,811,3980
GULF,32488,611,1640
GULF,32488,871,5050
GULF,32488,623,1980
GULF,32488,612,1700
GULF,32488,810,4660
GULF,32488,795,3850
GULF,32488,643,1800
GULF,32488,760,3170
GULF,32488,662,2110
GULF,32488,736,3190
GULF,32488,990,9050
GULF,32488,1022,10240
GULF,32488,908,6360
GULF,32488,735,3200
GULF,32488,709,2550
GULF,32488,837,4890
GULF,32488,910,7080
GULF,32488,577,1310
GULF,32488,735,2690
GULF,32488,830,4410
GULF,32488,864,5820
GULF,32488,951,7270
GULF,32488,632,1780
GULF,32488,835,5100
GULF,32488,974,8700
GULF,32488,827,4240
GULF,32488,745,2760
GULF,32488,834,4260
GULF,32488,720,2800
GULF,32488,741,3100
GULF,32488,830,5210
GULF,32488,800,3700
GULF,32588,534,1049
